0,1,2,3,4,5,6,7,8,9,10
whipped/sour cream,rolls/buns,soda,,,,,,,,
whole milk,canned beer,specialty bar,sugar,detergent,,,,,,
chicken,soda,,,,,,,,,
pork,shopping bags,bottled water,,,,,,,,
candy,curd,,,,,,,,,
tropical fruit,condensed milk,citrus fruit,whipped/sour cream,,,,,,,
bottled water,chocolate,,,,,,,,,
bottled water,curd,,,,,,,,,
butter,tropical fruit,,,,,,,,,
whole milk,soda,,,,,,,,,
coffee,pot plants,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
bottled beer,yogurt,,,,,,,,,
whole milk,citrus fruit,napkins,,,,,,,,
specialty bar,canned beer,,,,,,,,,
beef,brown bread,,,,,,,,,
berries,frozen vegetables,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
bottled beer,tropical fruit,domestic eggs,baking powder,,,,,,,
other vegetables,yogurt,whole milk,spread cheese,,,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
other vegetables,salt,,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
pork,grapes,,,,,,,,,
citrus fruit,bottled water,butter milk,chocolate,zwieback,shopping bags,,,,,
fruit/vegetable juice,canned vegetables,,,,,,,,,
meat spreads,butter,,,,,,,,,
pork,root vegetables,,,,,,,,,
soda,grapes,,,,,,,,,
pork,cake bar,,,,,,,,,
soda,frankfurter,cream cheese ,butter,,,,,,,
other vegetables,shopping bags,,,,,,,,,
salty snack,whole milk,domestic eggs,shopping bags,,,,,,,
specialty bar,waffles,,,,,,,,,
spread cheese,whole milk,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
pip fruit,frankfurter,other vegetables,napkins,,,,,,,
newspapers,spread cheese,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
other vegetables,whole milk,brown bread,hard cheese,waffles,,,,,,
onions,white wine,,,,,,,,,
whole milk,sausage,spread cheese,hygiene articles,,,,,,,
citrus fruit,specialty bar,,,,,,,,,
meat,nuts/prunes,,,,,,,,,
pork,curd,,,,,,,,,
chicken,house keeping products,,,,,,,,,
sausage,chicken,domestic eggs,curd,pastry,,,,,,
bottled water,rolls/buns,popcorn,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
sausage,bottled beer,,,,,,,,,
pasta,shopping bags,,,,,,,,,
pork,frozen fish,,,,,,,,,
white wine,tropical fruit,,,,,,,,,
domestic eggs,sausage,bottled water,curd,frozen meals,hygiene articles,chocolate,rolls/buns,,,
whole milk,whole milk,,,,,,,,,
liver loaf,onions,,,,,,,,,
frankfurter,beef,frozen fish,rice,napkins,,,,,,
other vegetables,soda,frozen potato products,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
packaged fruit/vegetables,butter,,,,,,,,,
onions,cream cheese ,dishes,,,,,,,,
ham,hamburger meat,whole milk,margarine,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
other vegetables,salty snack,pickled vegetables,,,,,,,,
whipped/sour cream,bottled water,specialty vegetables,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
pork,newspapers,napkins,,,,,,,,
frozen vegetables,rolls/buns,,,,,,,,,
newspapers,specialty chocolate,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
canned beer,white bread,,,,,,,,,
herbs,whole milk,other vegetables,shopping bags,,,,,,,
frankfurter,soda,other vegetables,,,,,,,,
shopping bags,white bread,ice cream,,,,,,,,
mayonnaise,pastry,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
ham,chicken,,,,,,,,,
canned beer,beef,,,,,,,,,
bottled beer,canned vegetables,,,,,,,,,
soda,bottled water,,,,,,,,,
white wine,whole milk,,,,,,,,,
domestic eggs,potato products,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
onions,whipped/sour cream,dishes,,,,,,,,
specialty bar,shopping bags,pasta,,,,,,,,
canned beer,whole milk,pork,oil,,,,,,,
soda,shopping bags,,,,,,,,,
frankfurter,white wine,,,,,,,,,
soft cheese,sugar,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
hygiene articles,seasonal products,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
canned beer,newspapers,,,,,,,,,
frozen dessert,canned beer,,,,,,,,,
yogurt,tropical fruit,,,,,,,,,
sausage,pasta,,,,,,,,,
finished products,pip fruit,,,,,,,,,
frozen meals,butter,whole milk,brandy,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
cream,frankfurter,soda,UHT-milk,,,,,,,
liver loaf,other vegetables,,,,,,,,,
citrus fruit,butter milk,cream cheese ,,,,,,,,
sausage,bottled water,mustard,bottled beer,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
male cosmetics,roll products ,pastry,,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
cooking chocolate,chewing gum,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
beef,frozen vegetables,,,,,,,,,
rolls/buns,mustard,newspapers,vinegar,,,,,,,
cat food,ham,whipped/sour cream,canned beer,,,,,,,
whole milk,salty snack,shopping bags,,,,,,,,
bottled water,long life bakery product,soda,,,,,,,,
cookware,cream cheese ,,,,,,,,,
sauces,shopping bags,,,,,,,,,
soda,whole milk,,,,,,,,,
whole milk,white bread,,,,,,,,,
grapes,berries,soda,condensed milk,waffles,nut snack,,,,,
pip fruit,processed cheese,yogurt,,,,,,,,
soda,other vegetables,cream cheese ,,,,,,,,
sausage,mustard,,,,,,,,,
salt,napkins,,,,,,,,,
frankfurter,white wine,,,,,,,,,
beef,spices,,,,,,,,,
soda,soda,,,,,,,,,
white bread,salty snack,,,,,,,,,
pastry,bottled water,,,,,,,,,
citrus fruit,citrus fruit,oil,root vegetables,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
other vegetables,curd,,,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
white wine,rolls/buns,,,,,,,,,
whole milk,cleaner,,,,,,,,,
other vegetables,coffee,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
bottled water,bottled water,,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
frankfurter,whole milk,margarine,,,,,,,,
processed cheese,rolls/buns,,,,,,,,,
whipped/sour cream,toilet cleaner,,,,,,,,,
ham,tropical fruit,,,,,,,,,
mayonnaise,shopping bags,,,,,,,,,
rolls/buns,pet care,,,,,,,,,
white wine,canned vegetables,flour,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
tropical fruit,citrus fruit,male cosmetics,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
sugar,canned vegetables,,,,,,,,,
berries,soda,fruit/vegetable juice,,,,,,,,
turkey,white bread,,,,,,,,,
whole milk,yogurt,,,,,,,,,
fruit/vegetable juice,chewing gum,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
chewing gum,ice cream,,,,,,,,,
turkey,shopping bags,,,,,,,,,
salty snack,dessert,,,,,,,,,
bottled beer,red/blush wine,,,,,,,,,
sausage,onions,misc. beverages,,,,,,,,
pip fruit,other vegetables,cling film/bags,,,,,,,,
long life bakery product,soda,soda,,,,,,,,
whole milk,beef,root vegetables,newspapers,,,,,,,
canned beer,salty snack,,,,,,,,,
photo/film,grapes,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
yogurt,long life bakery product,newspapers,,,,,,,,
other vegetables,coffee,,,,,,,,,
sausage,dog food,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
newspapers,dishes,,,,,,,,,
ham,waffles,seasonal products,,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,pastry,,,,,,,,,
pet care,bottled water,,,,,,,,,
pip fruit,candles,,,,,,,,,
vinegar,butter,newspapers,,,,,,,,
salt,ice cream,yogurt,canned beer,,,,,,,
other vegetables,beef,tropical fruit,root vegetables,shopping bags,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
whole milk,rolls/buns,,,,,,,,,
chicken,whole milk,,,,,,,,,
yogurt,condensed milk,yogurt,,,,,,,,
citrus fruit,sugar,,,,,,,,,
whole milk,brown bread,root vegetables,roll products ,,,,,,,
white bread,domestic eggs,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
hard cheese,meat,beverages,curd,fruit/vegetable juice,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
vinegar,dog food,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
chicken,yogurt,,,,,,,,,
chicken,chewing gum,,,,,,,,,
hamburger meat,soda,,,,,,,,,
frankfurter,shopping bags,bottled water,,,,,,,,
hamburger meat,bottled beer,coffee,instant coffee,yogurt,,,,,,
other vegetables,other vegetables,canned fish,chewing gum,,,,,,,
dishes,chewing gum,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
pip fruit,dessert,,,,,,,,,
pip fruit,other vegetables,flour,,,,,,,,
pork,salty snack,sliced cheese,,,,,,,,
ice cream,soda,,,,,,,,,
canned beer,misc. beverages,,,,,,,,,
sugar,spread cheese,,,,,,,,,
curd,butter,,,,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
popcorn,pork,margarine,beef,butter,,,,,,
rolls/buns,pip fruit,rolls/buns,rolls/buns,,,,,,,
sausage,pet care,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
beef,margarine,other vegetables,,,,,,,,
soda,misc. beverages,,,,,,,,,
sausage,yogurt,whole milk,,,,,,,,
pastry,cat food,,,,,,,,,
soda,whole milk,shopping bags,,,,,,,,
bottled water,other vegetables,,,,,,,,,
bottled water,cling film/bags,,,,,,,,,
ham,chicken,condensed milk,other vegetables,whipped/sour cream,,,,,,
other vegetables,yogurt,,,,,,,,,
other vegetables,canned fish,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
dish cleaner,whole milk,canned fish,,,,,,,,
oil,bottled water,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
whole milk,curd,,,,,,,,,
frozen vegetables,beef,UHT-milk,abrasive cleaner,,,,,,,
UHT-milk,specialty vegetables,,,,,,,,,
curd,rolls/buns,,,,,,,,,
hamburger meat,tropical fruit,cat food,whole milk,artif. sweetener,packaged fruit/vegetables,,,,,
citrus fruit,oil,whole milk,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
meat,butter milk,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,
pip fruit,soda,,,,,,,,,
other vegetables,tropical fruit,onions,cream cheese ,root vegetables,root vegetables,yogurt,,,,
whole milk,soda,,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
bottled water,shopping bags,dog food,,,,,,,,
citrus fruit,beverages,,,,,,,,,
other vegetables,bottled water,white bread,,,,,,,,
mayonnaise,salt,bottled water,,,,,,,,
sausage,coffee,female sanitary products,,,,,,,,
curd,bottled beer,hamburger meat,sweet spreads,,,,,,,
long life bakery product,sweet spreads,,,,,,,,,
soda,misc. beverages,,,,,,,,,
whole milk,bottled water,,,,,,,,,
mayonnaise,instant coffee,,,,,,,,,
cat food,tropical fruit,onions,tidbits,,,,,,,
bottled beer,pasta,,,,,,,,,
meat,specialty chocolate,,,,,,,,,
other vegetables,mustard,soups,,,,,,,,
ham,beverages,,,,,,,,,
citrus fruit,canned fruit,pip fruit,dessert,,,,,,,
frankfurter,hard cheese,,,,,,,,,
margarine,sausage,sausage,pork,citrus fruit,yogurt,frozen meals,other vegetables,,,
butter,tropical fruit,whole milk,napkins,,,,,,,
whole milk,grapes,,,,,,,,,
sliced cheese,whole milk,,,,,,,,,
onions,soda,,,,,,,,,
herbs,rolls/buns,,,,,,,,,
newspapers,butter,long life bakery product,,,,,,,,
meat,domestic eggs,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
pip fruit,abrasive cleaner,,,,,,,,,
frankfurter,soda,whole milk,whole milk,flour,,,,,,
pip fruit,soda,,,,,,,,,
butter,yogurt,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
soda,berries,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,spices,photo/film,,,,,,,,
chicken,whipped/sour cream,canned vegetables,,,,,,,,
brown bread,coffee,,,,,,,,,
chicken,canned beer,,,,,,,,,
pastry,pip fruit,rolls/buns,yogurt,,,,,,,
sliced cheese,cat food,,,,,,,,,
bottled water,soda,,,,,,,,,
jam,cake bar,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
baking powder,condensed milk,,,,,,,,,
hamburger meat,liquor (appetizer),liver loaf,dessert,,,,,,,
other vegetables,other vegetables,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
long life bakery product,yogurt,,,,,,,,,
domestic eggs,pasta,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
yogurt,curd,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
pastry,domestic eggs,,,,,,,,,
yogurt,yogurt,bags,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
berries,soap,,,,,,,,,
soda,chocolate,,,,,,,,,
domestic eggs,frozen vegetables,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
whipped/sour cream,Instant food products,,,,,,,,,
pork,tropical fruit,,,,,,,,,
condensed milk,bottled water,bottled beer,,,,,,,,
bottled water,yogurt,tropical fruit,whole milk,,,,,,,
coffee,rolls/buns,soda,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
rolls/buns,detergent,,,,,,,,,
coffee,berries,grapes,cream cheese ,cat food,,,,,,
fruit/vegetable juice,margarine,,,,,,,,,
misc. beverages,root vegetables,frozen vegetables,rolls/buns,,,,,,,
pastry,rolls/buns,,,,,,,,,
coffee,hamburger meat,brown bread,detergent,,,,,,,
UHT-milk,newspapers,salty snack,,,,,,,,
root vegetables,butter,frozen vegetables,butter,,,,,,,
root vegetables,soda,dessert,,,,,,,,
spread cheese,coffee,domestic eggs,,,,,,,,
pet care,whole milk,curd,frozen vegetables,,,,,,,
beverages,soda,,,,,,,,,
tropical fruit,chicken,soda,soda,,,,,,,
tropical fruit,soda,,,,,,,,,
ham,rolls/buns,,,,,,,,,
curd,coffee,,,,,,,,,
tropical fruit,meat,hard cheese,jam,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
sweet spreads,frozen fish,,,,,,,,,
sausage,bottled beer,,,,,,,,,
canned beer,citrus fruit,,,,,,,,,
bottled beer,bottled water,,,,,,,,,
whole milk,processed cheese,,,,,,,,,
liquor,other vegetables,whole milk,other vegetables,,,,,,,
abrasive cleaner,citrus fruit,whole milk,long life bakery product,,,,,,,
frankfurter,margarine,,,,,,,,,
sausage,frozen meals,instant coffee,,,,,,,,
other vegetables,bottled water,,,,,,,,,
pickled vegetables,whole milk,,,,,,,,,
whole milk,soft cheese,soda,brown bread,,,,,,,
rolls/buns,ice cream,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
sausage,soda,,,,,,,,,
hard cheese,liquor,,,,,,,,,
root vegetables,soft cheese,yogurt,bottled water,,,,,,,
meat,other vegetables,zwieback,,,,,,,,
pork,frozen vegetables,frozen meals,other vegetables,popcorn,oil,,,,,
whole milk,finished products,beef,,,,,,,,
bottled beer,whole milk,,,,,,,,,
sausage,bottled water,brown bread,,,,,,,,
tropical fruit,beef,curd,rolls/buns,whipped/sour cream,whole milk,candles,cake bar,flour,,
sugar,butter,,,,,,,,,
soda,prosecco,canned fish,,,,,,,,
UHT-milk,dessert,,,,,,,,,
citrus fruit,soda,,,,,,,,,
rolls/buns,butter milk,,,,,,,,,
whole milk,whole milk,candles,,,,,,,,
sausage,sausage,dog food,yogurt,hygiene articles,chocolate,,,,,
root vegetables,dessert,whisky,,,,,,,,
whole milk,soda,bottled water,pastry,,,,,,,
baking powder,bottled water,,,,,,,,,
soda,rolls/buns,,,,,,,,,
frozen potato products,domestic eggs,curd cheese,,,,,,,,
oil,sparkling wine,,,,,,,,,
salty snack,chewing gum,,,,,,,,,
brown bread,detergent,,,,,,,,,
pip fruit,herbs,other vegetables,,,,,,,,
herbs,domestic eggs,,,,,,,,,
oil,misc. beverages,candy,yogurt,,,,,,,
canned beer,yogurt,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
liquor,long life bakery product,,,,,,,,,
meat,other vegetables,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
pot plants,soda,hygiene articles,,,,,,,,
curd,cereals,,,,,,,,,
butter,chewing gum,,,,,,,,,
butter,potato products,,,,,,,,,
dishes,pastry,,,,,,,,,
root vegetables,whole milk,zwieback,,,,,,,,
specialty bar,tropical fruit,yogurt,bottled beer,baking powder,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
softener,soda,,,,,,,,,
whole milk,Instant food products,,,,,,,,,
fruit/vegetable juice,curd,,,,,,,,,
curd,semi-finished bread,whole milk,,,,,,,,
dessert,soda,,,,,,,,,
brown bread,shopping bags,,,,,,,,,
rolls/buns,sugar,fruit/vegetable juice,,,,,,,,
soda,frozen meals,soft cheese,curd,,,,,,,
chewing gum,rolls/buns,,,,,,,,,
rolls/buns,butter,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
meat,whole milk,,,,,,,,,
coffee,domestic eggs,,,,,,,,,
rolls/buns,brown bread,,,,,,,,,
tropical fruit,sparkling wine,cat food,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
detergent,newspapers,other vegetables,ketchup,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
curd,soda,,,,,,,,,
coffee,yogurt,oil,,,,,,,,
chocolate,whipped/sour cream,baking powder,frozen vegetables,,,,,,,
oil,soda,,,,,,,,,
bottled water,berries,,,,,,,,,
pork,soda,canned vegetables,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
chicken,root vegetables,yogurt,,,,,,,,
sausage,root vegetables,,,,,,,,,
bottled beer,yogurt,soda,,,,,,,,
whole milk,brandy,brown bread,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
pickled vegetables,hard cheese,,,,,,,,,
other vegetables,margarine,,,,,,,,,
root vegetables,cream cheese ,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
soda,berries,,,,,,,,,
chicken,other vegetables,,,,,,,,,
fish,chicken,chicken,UHT-milk,other vegetables,cream cheese ,hard cheese,,,,
whole milk,shopping bags,,,,,,,,,
chicken,fruit/vegetable juice,cake bar,,,,,,,,
whole milk,fruit/vegetable juice,shopping bags,shopping bags,,,,,,,
bottled beer,tropical fruit,bottled water,,,,,,,,
sausage,curd,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
pastry,dessert,,,,,,,,,
roll products ,rolls/buns,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
meat,bottled beer,liquor,waffles,,,,,,,
bottled beer,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
pip fruit,chocolate,,,,,,,,,
newspapers,brown bread,,,,,,,,,
ham,rolls/buns,tropical fruit,rolls/buns,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
newspapers,cat food,,,,,,,,,
sugar,coffee,cream cheese ,bottled water,,,,,,,
yogurt,zwieback,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
fruit/vegetable juice,detergent,,,,,,,,,
sausage,yogurt,,,,,,,,,
specialty chocolate,liquor,,,,,,,,,
rolls/buns,soft cheese,,,,,,,,,
sausage,sliced cheese,ice cream,long life bakery product,,,,,,,
turkey,seasonal products,,,,,,,,,
sausage,white bread,,,,,,,,,
candy,domestic eggs,,,,,,,,,
bottled beer,pastry,,,,,,,,,
berries,grapes,other vegetables,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
canned beer,canned fish,,,,,,,,,
other vegetables,long life bakery product,,,,,,,,,
canned beer,tropical fruit,bottled beer,,,,,,,,
brown bread,dish cleaner,,,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
beef,potato products,,,,,,,,,
other vegetables,frozen vegetables,cling film/bags,bottled water,,,,,,,
soda,tropical fruit,other vegetables,bottled water,,,,,,,
frankfurter,tropical fruit,mustard,,,,,,,,
soda,cream cheese ,,,,,,,,,
whole milk,chocolate,,,,,,,,,
beef,root vegetables,frozen potato products,butter,newspapers,,,,,,
canned beer,margarine,white bread,,,,,,,,
white bread,whole milk,hygiene articles,,,,,,,,
other vegetables,butter,,,,,,,,,
pip fruit,spread cheese,misc. beverages,,,,,,,,
tropical fruit,root vegetables,Instant food products,,,,,,,,
pork,yogurt,,,,,,,,,
pip fruit,pickled vegetables,,,,,,,,,
white wine,newspapers,,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
light bulbs,yogurt,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
beef,dessert,,,,,,,,,
bottled water,frozen potato products,,,,,,,,,
margarine,whole milk,,,,,,,,,
meat,other vegetables,canned beer,,,,,,,,
soda,hard cheese,,,,,,,,,
whipped/sour cream,shopping bags,bottled water,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
sausage,margarine,,,,,,,,,
coffee,butter,,,,,,,,,
soda,roll products ,seasonal products,,,,,,,,
long life bakery product,rum,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
beef,pork,,,,,,,,,
meat,ham,male cosmetics,,,,,,,,
root vegetables,berries,other vegetables,hygiene articles,white bread,whipped/sour cream,,,,,
sugar,napkins,,,,,,,,,
sausage,frankfurter,napkins,soda,,,,,,,
yogurt,other vegetables,red/blush wine,domestic eggs,,,,,,,
whole milk,processed cheese,pastry,baking powder,fruit/vegetable juice,coffee,newspapers,,,,
packaged fruit/vegetables,frozen vegetables,,,,,,,,,
citrus fruit,canned beer,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
butter,candy,,,,,,,,,
curd,curd,,,,,,,,,
pastry,liqueur,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
sausage,chocolate,newspapers,,,,,,,,
canned beer,yogurt,bottled water,,,,,,,,
whole milk,whole milk,,,,,,,,,
soda,canned beer,soft cheese,waffles,,,,,,,
sausage,baking powder,canned beer,brandy,white bread,curd,bottled beer,canned beer,,,
tropical fruit,shopping bags,,,,,,,,,
tropical fruit,flour,specialty chocolate,,,,,,,,
sausage,sausage,canned beer,spices,,,,,,,
tropical fruit,berries,beef,butter milk,yogurt,sliced cheese,,,,,
semi-finished bread,dish cleaner,,,,,,,,,
chicken,butter,,,,,,,,,
meat,sausage,cake bar,root vegetables,,,,,,,
condensed milk,other vegetables,,,,,,,,,
sausage,pasta,,,,,,,,,
ice cream,whipped/sour cream,,,,,,,,,
butter,coffee,soda,pastry,,,,,,,
sausage,whipped/sour cream,waffles,,,,,,,,
sugar,canned vegetables,flour,bottled water,salty snack,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
ketchup,hard cheese,rolls/buns,,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,tropical fruit,pork,soda,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
whole milk,candy,,,,,,,,,
sliced cheese,newspapers,,,,,,,,,
yogurt,coffee,,,,,,,,,
whole milk,citrus fruit,,,,,,,,,
whipped/sour cream,pastry,napkins,,,,,,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
tropical fruit,margarine,,,,,,,,,
chocolate,beef,,,,,,,,,
whole milk,butter,,,,,,,,,
rolls/buns,red/blush wine,chocolate,,,,,,,,
citrus fruit,pork,pip fruit,yogurt,brown bread,male cosmetics,,,,,
grapes,onions,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
beef,brown bread,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
